director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined,Combined1
Gakuryū Ishii,Gō Ayano, Keiko Kitagawa,Japanese,Japan,Action Comedy History,Punk Samurai Slash Down!,Gakuryū Ishii Gō Ayano  Keiko Kitagawa Action Comedy History Punk Samurai Slash Down!,Punk Samurai Slash Down! Japanese Action Comedy History
Ken Iizuka,Reo Sano, Taishi Nakagawa,Japanese,Japan,Comedy Drama,Rainbow Days,Ken Iizuka Reo Sano  Taishi Nakagawa Comedy Drama Rainbow Days,Rainbow Days Japanese Comedy Drama
Daigo Matsui,Sosuke Ikematsu, Kim Kkot-bi,Japanese,Japan,Drama,"You, Your, Yours","Daigo Matsui Sosuke Ikematsu  Kim Kkot-bi Drama You, Your, Yours","You, Your, Yours Japanese Drama"
Tetsuo Yajima,Rica Matsumoto, Ikue Ōtani,Japanese,Japan,Animation Family Adventure Fantasy,Pokémon the Movie: The Power of Us,Tetsuo Yajima Rica Matsumoto  Ikue Ōtani Animation Family Adventure Fantasy Pokémon the Movie: The Power of Us,Pokémon the Movie: The Power of Us Japanese Animation Family Adventure Fantasy
Shinsuke Sato,Sota Fukushi, Hana Sugisaki,Japanese,Japan,Action Animation Fantasy Adventure,Bleach,Shinsuke Sato Sota Fukushi  Hana Sugisaki Action Animation Fantasy Adventure Bleach,Bleach Japanese Action Animation Fantasy Adventure
Mamoru Hosoda,Moka Kamishiraishi, Haru Kuroki,Japanese,Japan,Animation Horror,Mirai,Mamoru Hosoda Moka Kamishiraishi  Haru Kuroki Animation Horror Mirai,Mirai Japanese Animation Horror
Masaki Nishimura,Tomohisa Yamashita, Yui Aragaki,Japanese,Japan,Action Adventure,Code BLUE The Movie,Masaki Nishimura Tomohisa Yamashita  Yui Aragaki Action Adventure Code BLUE The Movie,Code BLUE The Movie Japanese Action Adventure
Sho Tsukikawa,Ryoma Takeuchi, Minami Hamabe,Japanese,Japan,Romance Comedy,Sensei Kunshu,Sho Tsukikawa Ryoma Takeuchi  Minami Hamabe Romance Comedy Sensei Kunshu,Sensei Kunshu Japanese Romance Comedy
Takeshi Furusawa,Wakana Aoi, Hayato Sano,Japanese,Japan,unknown,Ao-Natsu: Blue Summer,Takeshi Furusawa Wakana Aoi  Hayato Sano unknown Ao-Natsu: Blue Summer,Ao-Natsu: Blue Summer Japanese unknown
Kenji Nagasaki,Daiki Yamashita, Kenta Miyake,Japanese,Japan,Animation Action Adventure Fantasy,My Hero Academia: Two Heroes,Kenji Nagasaki Daiki Yamashita  Kenta Miyake Animation Action Adventure Fantasy My Hero Academia: Two Heroes,My Hero Academia: Two Heroes Japanese Animation Action Adventure Fantasy
"Li Haoling, Jiaoshou Yi Xiaoxing, Yoshitaka Takeuchi",Taito Ban, Mariya Ise,Japanese,Japan,Animation Romance Drama,Flavors of Youth,"Li Haoling, Jiaoshou Yi Xiaoxing, Yoshitaka Takeuchi Taito Ban  Mariya Ise Animation Romance Drama Flavors of Youth",Flavors of Youth Japanese Animation Romance Drama
Hiroyasu Ishida,Kana Kita, Yū Aoi,Japanese,Japan,Animation Adventure Comedy Family Fantasy,Penguin Highway,Hiroyasu Ishida Kana Kita  Yū Aoi Animation Adventure Comedy Family Fantasy Penguin Highway,Penguin Highway Japanese Animation Adventure Comedy Family Fantasy
Yuichi Fukuda,Shun Oguri, Masaki Suda,Japanese,Japan,Action Adventure Comedy Science Fiction,Gintama 2,Yuichi Fukuda Shun Oguri  Masaki Suda Action Adventure Comedy Science Fiction Gintama 2,Gintama 2 Japanese Action Adventure Comedy Science Fiction
Noriyuki Abe,Yūki Kaji, Sora Amamiya,Japanese,Japan,Action Adventure Fantasy Animation,The Seven Deadly Sins the Movie: Prisoners of the Sky,Noriyuki Abe Yūki Kaji  Sora Amamiya Action Adventure Fantasy Animation The Seven Deadly Sins the Movie: Prisoners of the Sky,The Seven Deadly Sins the Movie: Prisoners of the Sky Japanese Action Adventure Fantasy Animation
Masato Harada,Kazunari Ninomiya, Yuriko Yoshitaka,Japanese,Japan,Mystery Drama Crime Thriller,Killing for the Prosecutions,Masato Harada Kazunari Ninomiya  Yuriko Yoshitaka Mystery Drama Crime Thriller Killing for the Prosecutions,Killing for the Prosecutions Japanese Mystery Drama Crime Thriller
"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita",Fumino Kimura, Rio Suzuki,Japanese,Japan,Animation Fantasy Adventure Drama,Modest Heroes,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita Fumino Kimura  Rio Suzuki Animation Fantasy Adventure Drama Modest Heroes",Modest Heroes Japanese Animation Fantasy Adventure Drama
Hitoshi Ōne,Ryoko Shinohara, Suzu Hirose,Japanese,Japan,Documentary,Sunny+,Hitoshi Ōne Ryoko Shinohara  Suzu Hirose Documentary Sunny+,Sunny+ Japanese Documentary
Shinichiro Ushijima,Mahiro Takasugi, Lynn,Japanese,Japan,Animation Drama Romance Family,I Want to Eat Your Pancreas,Shinichiro Ushijima Mahiro Takasugi  Lynn Animation Drama Romance Family I Want to Eat Your Pancreas,I Want to Eat Your Pancreas Japanese Animation Drama Romance Family
Yoko Yamanaka,Aira Sunohara, Hiroro Oshita,Japanese,Japan,Drama,Amiko,Yoko Yamanaka Aira Sunohara  Hiroro Oshita Drama Amiko,Amiko Japanese Drama
Katsuyuki Motohiro,Mayumi Shintani, Karen Miyama,Japanese,Japan,unknown,FLCL Alternative n' Progressive the Movie!,Katsuyuki Motohiro Mayumi Shintani  Karen Miyama unknown FLCL Alternative n' Progressive the Movie!,FLCL Alternative n' Progressive the Movie! Japanese unknown
Yūichi Satō,Kyoko Yoshine, Tao Tsuchiya,Japanese,Japan,Horror,Kasane,Yūichi Satō Kyoko Yoshine  Tao Tsuchiya Horror Kasane,Kasane Japanese Horror
Toshiaki Toyoda,Ryuhei Matsuda, Yojiro Noda,Japanese,Japan,unknown,"Shottan, The Miracle","Toshiaki Toyoda Ryuhei Matsuda  Yojiro Noda unknown Shottan, The Miracle","Shottan, The Miracle Japanese unknown"
Sho Tsukikawa,Yurina Hirate, Keiko Kitagawa,Japanese,Japan,Action Comedy,Hibiki,Sho Tsukikawa Yurina Hirate  Keiko Kitagawa Action Comedy Hibiki,Hibiki Japanese Action Comedy
Tsutomu Hanabusa,Ayami Nakajo, Hayato Sano,Japanese,Japan,Romance,3D Kanojo: Real Girl,Tsutomu Hanabusa Ayami Nakajo  Hayato Sano Romance 3D Kanojo: Real Girl,3D Kanojo: Real Girl Japanese Romance
Jiro Shono,Kyōko Koizumi, Erika Sawajiri,Japanese,Japan,Drama Romance,Eating Women,Jiro Shono Kyōko Koizumi  Erika Sawajiri Drama Romance Eating Women,Eating Women Japanese Drama Romance
Tsukahara Ayuko,Kasumi Arimura, Kentaro Ito,Japanese,Japan,Fantasy Drama,"Cafe Funiculì, Funiculà","Tsukahara Ayuko Kasumi Arimura  Kentaro Ito Fantasy Drama Cafe Funiculì, Funiculà","Cafe Funiculì, Funiculà Japanese Fantasy Drama"
Kyōhei Fujimura,Hiroshi Tanahashi, Yoshino Kimura,Japanese,Japan,Family Drama,My Dad is a Heel Wrestler!,Kyōhei Fujimura Hiroshi Tanahashi  Yoshino Kimura Family Drama My Dad is a Heel Wrestler!,My Dad is a Heel Wrestler! Japanese Family Drama
Daisaku Kimura,Junichi Okada, Hidetoshi Nishijima,Japanese,Japan,Drama,Samurai's Promise,Daisaku Kimura Junichi Okada  Hidetoshi Nishijima Drama Samurai's Promise,Samurai's Promise Japanese Drama
"Takahiro Omori, Hideaki Itō",Hiroshi Kamiya, Kazuhiko Inoue,Japanese,Japan,Animation Fantasy Drama,Natsume's Book of Friends the Movie: Tied to the Temporal World,"Takahiro Omori, Hideaki Itō Hiroshi Kamiya  Kazuhiko Inoue Animation Fantasy Drama Natsume's Book of Friends the Movie: Tied to the Temporal World",Natsume's Book of Friends the Movie: Tied to the Temporal World Japanese Animation Fantasy Drama
Yasuo Hasegawa,Yuki Yamada, Asuka Saitō,Japanese,Japan,Romance,You Are the Apple of My Eye,Yasuo Hasegawa Yuki Yamada  Asuka Saitō Romance You Are the Apple of My Eye,You Are the Apple of My Eye Japanese Romance
Hiroshi Nishikiori,Masataka Kubota, Alice Hirose,Japanese,Japan,unknown,Monster Strike the Movie: Sora no Kanata,Hiroshi Nishikiori Masataka Kubota  Alice Hirose unknown Monster Strike the Movie: Sora no Kanata,Monster Strike the Movie: Sora no Kanata Japanese unknown
Ryo Miyawaki,Ryo Yoshizawa, Yuko Araki,Japanese,Japan,unknown,That's Trico,Ryo Miyawaki Ryo Yoshizawa  Yuko Araki unknown That's Trico,That's Trico Japanese unknown
Kenji Shibayama,Takanori Iwata, Hana Sugisaki,Japanese,Japan,Crime Drama Thriller,Perfect World,Kenji Shibayama Takanori Iwata  Hana Sugisaki Crime Drama Thriller Perfect World,Perfect World Japanese Crime Drama Thriller
Noboru Iguchi,Taishi Nakagawa, Erika Karata,Japanese,Japan,unknown,Lock-On Love!,Noboru Iguchi Taishi Nakagawa  Erika Karata unknown Lock-On Love!,Lock-On Love! Japanese unknown
Satoshi Miki,Sadao Abe, Riho Yoshioka,Japanese,Japan,Comedy,"LOUDER!: Can't Hear What You're Singin', Wimp!","Satoshi Miki Sadao Abe  Riho Yoshioka Comedy LOUDER!: Can't Hear What You're Singin', Wimp!","LOUDER!: Can't Hear What You're Singin', Wimp! Japanese Comedy"
Tatsushi Ōmori,Haru Kuroki, Kirin Kiki,Japanese,Japan,Drama,Every Day A Good Day,Tatsushi Ōmori Haru Kuroki  Kirin Kiki Drama Every Day A Good Day,Every Day A Good Day Japanese Drama
Ryūichi Hiroki,Ai Hashimoto, Mugi Kadowaki,Japanese,Japan,Romance,"It's Boring Here, Pick Me Up","Ryūichi Hiroki Ai Hashimoto  Mugi Kadowaki Romance It's Boring Here, Pick Me Up","It's Boring Here, Pick Me Up Japanese Romance"
"Kazuhiro Furuhashi, Toshiaki Kidokoro",Saori Hayami, Mamoru Miyano,Japanese,Japan,unknown,Gekijōban Haikara-san ga Tōru Kōhen - Tokyo Dai Roman,"Kazuhiro Furuhashi, Toshiaki Kidokoro Saori Hayami  Mamoru Miyano unknown Gekijōban Haikara-san ga Tōru Kōhen - Tokyo Dai Roman",Gekijōban Haikara-san ga Tōru Kōhen - Tokyo Dai Roman Japanese unknown
Takayuki Hamana,Cast: Yukari Tamura, Nana Mizuki,Japanese,Japan,Action Animation Science Fiction,Magical Girl Lyrical Nanoha: Detonation,Takayuki Hamana Cast: Yukari Tamura  Nana Mizuki Action Animation Science Fiction Magical Girl Lyrical Nanoha: Detonation,Magical Girl Lyrical Nanoha: Detonation Japanese Action Animation Science Fiction
Keishi Otomo,Takeru Satoh, Issey Takahashi,Japanese,Japan,Science Fiction Adventure TV Movie,Million Dollar Man,Keishi Otomo Takeru Satoh  Issey Takahashi Science Fiction Adventure TV Movie Million Dollar Man,Million Dollar Man Japanese Science Fiction Adventure TV Movie
Koichiro Miki,Sota Fukushi, Mitsuki Takahata,Japanese,Japan,Drama,The Travelling Cat Chronicles,Koichiro Miki Sota Fukushi  Mitsuki Takahata Drama The Travelling Cat Chronicles,The Travelling Cat Chronicles Japanese Drama
"Takafumi Hatano, Toshiaki Kidokoro",Haru, Hidetoshi Nishijima,Japanese,Japan,Adventure,Oz Land,"Takafumi Hatano, Toshiaki Kidokoro Haru  Hidetoshi Nishijima Adventure Oz Land",Oz Land Japanese Adventure
Yukiko Mishima,Haru Kuroki, Shūhei Nomura,Japanese,Japan,unknown,Memories of the Antique Books,Yukiko Mishima Haru Kuroki  Shūhei Nomura unknown Memories of the Antique Books,Memories of the Antique Books Japanese unknown
Hideo Nakata,Keiko Kitagawa, Yudai Chiba,Japanese,Japan,Action Crime Drama Mystery Thriller,Stolen Identity,Hideo Nakata Keiko Kitagawa  Yudai Chiba Action Crime Drama Mystery Thriller Stolen Identity,Stolen Identity Japanese Action Crime Drama Mystery Thriller
Takeshi Furusawa,Jun Shison, Hayato Sano,Japanese,Japan,Family,Run! T High School Basketball Club!,Takeshi Furusawa Jun Shison  Hayato Sano Family Run! T High School Basketball Club!,Run! T High School Basketball Club! Japanese Family
"Hiroyuki Seshita, Kōbun Shizuno",Mamoru Miyano, Takahiro Sakurai,Japanese,Japan,Animation Science Fiction Action Adventure Fantasy,Godzilla: The Planet Eater,"Hiroyuki Seshita, Kōbun Shizuno Mamoru Miyano  Takahiro Sakurai Animation Science Fiction Action Adventure Fantasy Godzilla: The Planet Eater",Godzilla: The Planet Eater Japanese Animation Science Fiction Action Adventure Fantasy
Yukihiko Tsutsumi,Ryoko Shinohara, Hidetoshi Nishijima,Japanese,Japan,Drama,The House Where The Mermaid Sleeps,Yukihiko Tsutsumi Ryoko Shinohara  Hidetoshi Nishijima Drama The House Where The Mermaid Sleeps,The House Where The Mermaid Sleeps Japanese Drama
Osamu Minorikawa,Taiga, Yō Yoshida,Japanese,Japan,Family Drama,No Matter How My Mom Hates Me,Osamu Minorikawa Taiga  Yō Yoshida Family Drama No Matter How My Mom Hates Me,No Matter How My Mom Hates Me Japanese Family Drama
Yu Irie,Mahiro Takasugi, Ryo Kato,Japanese,Japan,Crime,Gangoose,Yu Irie Mahiro Takasugi  Ryo Kato Crime Gangoose,Gangoose Japanese Crime
Nobuhiro Yamashita,Takayuki Yamada, Takeru Satoh,Japanese,Japan,Drama Comedy Music,Hard Core,Nobuhiro Yamashita Takayuki Yamada  Takeru Satoh Drama Comedy Music Hard Core,Hard Core Japanese Drama Comedy Music
Shunichi Yoshizawa,Junya Enoki, Tomo Muranaka,Japanese,Japan,Animation Science Fiction Action,Mobile Suit Gundam Narrative,Shunichi Yoshizawa Junya Enoki  Tomo Muranaka Animation Science Fiction Action Mobile Suit Gundam Narrative,Mobile Suit Gundam Narrative Japanese Animation Science Fiction Action
Yasuhiro Yoshida,Kasumi Arimura, Jun Kunimura,Japanese,Japan,unknown,Our Departures: Railways 3,Yasuhiro Yoshida Kasumi Arimura  Jun Kunimura unknown Our Departures: Railways 3,Our Departures: Railways 3 Japanese unknown
Tetsuya Nakashima,Junichi Okada, Haru Kuroki,Japanese,Japan,Drama Horror Mystery,It Comes,Tetsuya Nakashima Junichi Okada  Haru Kuroki Drama Horror Mystery It Comes,It Comes Japanese Drama Horror Mystery
Yuichiro Hirakawa,Tao Tsuchiya, Takumi Kitamura,Japanese,Japan,Romance,Waiting for Spring,Yuichiro Hirakawa Tao Tsuchiya  Takumi Kitamura Romance Waiting for Spring,Waiting for Spring Japanese Romance
Tatsuya Nagamine,Masako Nozawa, Ryō Horikawa,Japanese,Japan,Action Science Fiction Animation,Dragon Ball Super: Broly,Tatsuya Nagamine Masako Nozawa  Ryō Horikawa Action Science Fiction Animation Dragon Ball Super: Broly,Dragon Ball Super: Broly Japanese Action Science Fiction Animation
Shigeharu Takahashi,Shun Oguri, Chiemi Blouson,Japanese,Japan,Animation Fantasy Adventure,Yo-kai Watch: Forever Friends,Shigeharu Takahashi Shun Oguri  Chiemi Blouson Animation Fantasy Adventure Yo-kai Watch: Forever Friends,Yo-kai Watch: Forever Friends Japanese Animation Fantasy Adventure
Hayato Kawai,Kento Nakajima, Ayami Nakajo,Japanese,Japan,Romance Comedy,NISEKOI,Hayato Kawai Kento Nakajima  Ayami Nakajo Romance Comedy NISEKOI,NISEKOI Japanese Romance Comedy
Tetsu Maeda,Cast: Yo Oizumi, Mitsuki Takahata,Japanese,Japan,Comedy,A Banana? At This Time of Night?!,Tetsu Maeda Cast: Yo Oizumi  Mitsuki Takahata Comedy A Banana? At This Time of Night?!,A Banana? At This Time of Night?! Japanese Comedy
Kazuo Sakai,Anju Inami, Rikako Aida,Japanese,Japan,Music Animation,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow!,Kazuo Sakai Anju Inami  Rikako Aida Music Animation Love Live! Sunshine!! The School Idol Movie: Over the Rainbow!,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow! Japanese Music Animation
Masayuki Kojima,Miyu Tomita, Mariya Ise,Japanese,Japan,unknown,Made in Abyss The Movie Series,Masayuki Kojima Miyu Tomita  Mariya Ise unknown Made in Abyss The Movie Series,Made in Abyss The Movie Series Japanese unknown
Kiyoshi Sasabe,Nao Ōmori, Akira,Japanese,Japan,Drama,This Old Road: Konomichi,Kiyoshi Sasabe Nao Ōmori  Akira Drama This Old Road: Konomichi,This Old Road: Konomichi Japanese Drama
Tomonori Sudō,Noriaki Sugiyama, Noriko Shitaya,Japanese,Japan,Animation Action Fantasy Drama Romance,Fate/stay night: Heaven's Feel II. lost butterfly,Tomonori Sudō Noriaki Sugiyama  Noriko Shitaya Animation Action Fantasy Drama Romance Fate/stay night: Heaven's Feel II. lost butterfly,Fate/stay night: Heaven's Feel II. lost butterfly Japanese Animation Action Fantasy Drama Romance
Ken Ninomiya,Mugi Kadowaki, Ryo Narita,Japanese,Japan,Comedy Mystery Romance,Chiwawa,Ken Ninomiya Mugi Kadowaki  Ryo Narita Comedy Mystery Romance Chiwawa,Chiwawa Japanese Comedy Mystery Romance
Nanako Hirose,Yūya Yagira, Young Dais,Japanese,Japan,Mystery,His Lost Name,Nanako Hirose Yūya Yagira  Young Dais Mystery His Lost Name,His Lost Name Japanese Mystery
Masayuki Suzuki,Takuya Kimura, Masami Nagasawa,Japanese,Japan,Crime Mystery,Masquerade Hotel,Masayuki Suzuki Takuya Kimura  Masami Nagasawa Crime Mystery Masquerade Hotel,Masquerade Hotel Japanese Crime Mystery
Saiji Yakumo,Hiroki Suzuki, Yoshihiko Aramaki,Japanese,Japan,unknown,Touken Ranbu,Saiji Yakumo Hiroki Suzuki  Yoshihiko Aramaki unknown Touken Ranbu,Touken Ranbu Japanese unknown
Yukihiko Tsutsumi,Mahiro Takasugi, Hana Sugisaki,Japanese,Japan,Mystery Drama,12 Suicidal Teens,Yukihiko Tsutsumi Mahiro Takasugi  Hana Sugisaki Mystery Drama 12 Suicidal Teens,12 Suicidal Teens Japanese Mystery Drama
Naoyoshi Shotani,Ayane Sakura, Kenji Nojima,Japanese,Japan,unknown,Psycho-Pass SS Series,Naoyoshi Shotani Ayane Sakura  Kenji Nojima unknown Psycho-Pass SS Series,Psycho-Pass SS Series Japanese unknown
Taisuke Kawamura,Ryusei Yokohama, Kaya Kiyohara,Japanese,Japan,Romance Drama,Aiuta: My Promise to Nakuhito,Taisuke Kawamura Ryusei Yokohama  Kaya Kiyohara Romance Drama Aiuta: My Promise to Nakuhito,Aiuta: My Promise to Nakuhito Japanese Romance Drama
Issei Shbata,Nanami Abe, Midori Nagatsuki,Japanese,Japan,Horror Action,School-Live!,Issei Shbata Nanami Abe  Midori Nagatsuki Horror Action School-Live!,School-Live! Japanese Horror Action
Yoshihiro Fukagawa,Yo Oizumi, Manami Honjo,Japanese,Japan,Drama,Sky's Restaurant,Yoshihiro Fukagawa Yo Oizumi  Manami Honjo Drama Sky's Restaurant,Sky's Restaurant Japanese Drama
Michihito Fujii,Shinnosuke Abe, Kaya Kiyohara,Japanese,Japan,Animation Family,Day and Night,Michihito Fujii Shinnosuke Abe  Kaya Kiyohara Animation Family Day and Night,Day and Night Japanese Animation Family
Katsuo Fukuzawa,Mansai Nomura, Teruyuki Kagawa,Japanese,Japan,Drama Thriller Crime,Whistleblower,Katsuo Fukuzawa Mansai Nomura  Teruyuki Kagawa Drama Thriller Crime Whistleblower,Whistleblower Japanese Drama Thriller Crime
Kōjirō Hashimoto,Hiroomi Tosaka, Ayami Nakajo,Japanese,Japan,Drama History,Snow Flower,Kōjirō Hashimoto Hiroomi Tosaka  Ayami Nakajo Drama History Snow Flower,Snow Flower Japanese Drama History
Sayaka Kai,Masatoshi Nagase, Nahana,Japanese,Japan,Horror Comedy,Red Snow,Sayaka Kai Masatoshi Nagase  Nahana Horror Comedy Red Snow,Red Snow Japanese Horror Comedy
Kenji Kodama,Akira Kamiya, Kazue Ikura,Japanese,Japan,unknown,City Hunter the Movie: Shinjuku Private Eyes,Kenji Kodama Akira Kamiya  Kazue Ikura unknown City Hunter the Movie: Shinjuku Private Eyes,City Hunter the Movie: Shinjuku Private Eyes Japanese unknown
Various,Ai Hashimoto, Erika Karata,Japanese,Japan,Drama,21st Century Girl,Various Ai Hashimoto  Erika Karata Drama 21st Century Girl,21st Century Girl Japanese Drama
Keinosuke Hara,Natsumi Okamoto, Ruka Matsuda,Japanese,Japan,Action Comedy,Back Street Girls: Gokudolls,Keinosuke Hara Natsumi Okamoto  Ruka Matsuda Action Comedy Back Street Girls: Gokudolls,Back Street Girls: Gokudolls Japanese Action Comedy
Yutaka Uemura,Aoi Yūki, Saori Hayami,Japanese,Japan,unknown,The Saga of Tanya the Evil,Yutaka Uemura Aoi Yūki  Saori Hayami unknown The Saga of Tanya the Evil,The Saga of Tanya the Evil Japanese unknown
Gorō Taniguchi,Jun Fukuyama, Takahiro Sakurai,Japanese,Japan,Animation Science Fiction Crime Mystery War,Code Geass: Lelouch of the Re;surrection,Gorō Taniguchi Jun Fukuyama  Takahiro Sakurai Animation Science Fiction Crime Mystery War Code Geass: Lelouch of the Re;surrection,Code Geass: Lelouch of the Re;surrection Japanese Animation Science Fiction Crime Mystery War
Katsushi Sakurabi,Yoshitsugu Matsuoka, Inori Minase,Japanese,Japan,Action Adventure Comedy Fantasy Romance Animation,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Katsushi Sakurabi Yoshitsugu Matsuoka  Inori Minase Action Adventure Comedy Fantasy Romance Animation Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion Japanese Action Adventure Comedy Fantasy Romance Animation
Takahiro Miki,Ryunosuke Kamiki, Kasumi Arimura,Japanese,Japan,Drama,Fortuna's Eye,Takahiro Miki Ryunosuke Kamiki  Kasumi Arimura Drama Fortuna's Eye,Fortuna's Eye Japanese Drama
Masaya Kakehi,Hiromitsu Kitayama, Mikako Tabe,Japanese,Japan,Comedy Fantasy Family,Tiger: My Life as a Cat,Masaya Kakehi Hiromitsu Kitayama  Mikako Tabe Comedy Fantasy Family Tiger: My Life as a Cat,Tiger: My Life as a Cat Japanese Comedy Fantasy Family
Junji Sakamoto,Goro Inagaki, Hiroki Hasegawa,Japanese,Japan,Action Drama Science Fiction,Another World,Junji Sakamoto Goro Inagaki  Hiroki Hasegawa Action Drama Science Fiction Another World,Another World Japanese Action Drama Science Fiction
Emiko Hiramatsu,Erika Toda, Sakurako Ohara,Japanese,Japan,Drama,The Day's Organ,Emiko Hiramatsu Erika Toda  Sakurako Ohara Drama The Day's Organ,The Day's Organ Japanese Drama
